Sub-sector,Company Name,Year,GHG Emissions (Scope 1) (tCO2e),GHG Emissions (Scope 2) (tCO2e),GHG Emissions (Scope 3) (tCO2e),Total Energy Consumption (MWhs),Total Water Consumption (ML),Total Waste Generated (t),Current Employees by Gender (Female %),New Hires and Turnover by Gender (Female %),Current Employees by Age Groups (Millennials %),Total Turnover (%),Total Number of Employees,Average Training Hours per Employee,Fatalities,High-consequence injuries,Recordable injuries,Recordable work-related ill health cases,Board Independence (%),Women on the Board (%),Women in Management Team (%),Anti-Corruption Training for Employees (%)
Engineering Services,Company_10,2020,423.144057,702.8574327,339.0981312,30696.25798,447.0812711,18.07244858,27.6244422,10.55441265,67.60566415,9.987550435,641,31.79409702,2,2,4,4,71.49513212,38.72591584,29.08783375,94.62063545
Engineering Services,Company_10,2021,324.8663591,288.7048468,709.9803049,28836.71593,518.9416856,45.5225952,40.97701217,36.81081908,34.71975036,14.77228492,722,43.03165774,0,2,7,4,74.58483013,28.4493506,37.1860709,68.43236907
Engineering Services,Company_10,2022,243.8996158,642.5740277,1233.205057,30295.3732,725.0128798,76.64486761,45.97170462,21.37604206,55.83983593,15.95417276,747,23.83054553,1,0,10,3,66.52588075,28.84140832,30.60227018,87.35484452
Engineering Services,Company_10,2023,200.5330478,506.352227,913.510727,9172.560335,829.4024931,45.50177099,42.00007433,29.78621188,57.44692314,15.83650443,581,49.20966125,0,3,3,0,91.197972,41.08861664,10.51405114,98.23044734
Engineering Services,Company_10,2024,326.0699608,579.2600141,263.7349529,30232.15581,107.4580933,22.09954855,22.17231888,31.36270365,30.63321179,6.033375999,940,29.94506205,1,0,0,1,53.62677246,49.2842937,24.26249183,83.18697526
Engineering Services,Company_11,2020,240.8963423,533.4814889,958.2979397,12518.49531,461.3582649,94.74173137,42.26226828,15.10045255,51.80011153,13.48997099,493,18.22486285,2,3,0,0,89.71665101,34.45255595,39.05045114,62.91271727
Engineering Services,Company_11,2021,121.8277394,772.1935688,1930.716489,31153.48892,119.850756,79.1233297,38.50394929,30.68135714,33.94933994,6.763361626,167,24.94758367,0,1,4,3,52.15401019,15.67786953,26.27341235,51.92571699
Engineering Services,Company_11,2022,297.5238955,454.5680277,1202.174625,19716.55336,217.8001377,61.14783107,43.02967458,44.19255011,52.81468731,17.91079237,967,13.79229512,0,3,8,3,50.22294661,25.8415188,20.17015292,59.79289255
Engineering Services,Company_11,2023,150.3928598,453.4525505,640.0016409,6011.023782,341.1038634,35.02816454,29.81112716,23.57259344,42.82518356,10.13259357,210,30.47400588,1,2,0,0,88.05250629,42.20485472,37.19352475,60.17805476
Engineering Services,Company_11,2024,358.2098564,705.3243771,753.2146815,49222.75467,988.1085363,31.50076799,46.0248454,39.28942465,32.05845155,15.73044092,608,23.86015413,1,0,9,3,72.49509688,34.90942433,36.89975242,76.5023377
Engineering Services,Company_12,2020,54.59205958,769.6518432,814.7951448,20650.27412,746.6661029,54.70339284,20.916448,44.45274035,41.87397861,5.724008138,660,38.53922809,1,3,5,1,57.38717325,16.43170465,34.64003668,60.5777152
Engineering Services,Company_12,2021,347.7258135,999.9100939,1668.790049,43810.66228,156.7114048,37.10596929,29.74337123,38.05329192,45.9285912,14.22702515,113,31.12482698,0,1,8,0,80.95533643,35.24124835,17.75056041,79.99324855
Engineering Services,Company_12,2022,56.71108839,375.1645011,1580.083627,41294.34634,277.0550698,54.08818231,42.96530052,10.21329549,35.61100993,15.25274711,981,10.69389823,2,1,1,5,98.74409592,13.05711808,28.57346209,63.75033
Engineering Services,Company_12,2023,298.3644458,122.0492713,1846.367861,17594.63018,812.0944825,87.22038461,29.62591158,14.74057892,62.24790805,10.07733578,998,19.89903055,1,3,5,4,82.14741551,10.57186677,37.58242601,78.4164626
Engineering Services,Company_12,2024,104.974078,533.8046297,431.4737414,21550.59456,185.3858026,38.31723396,43.02571196,22.05353395,38.71253021,6.321580366,443,33.54944483,2,0,6,1,90.42336963,22.13254014,19.71736935,57.7488048
Engineering Services,Company_13,2020,204.8465488,447.1737339,214.3481034,12019.78431,627.7550461,39.12274558,30.82023758,13.63878356,58.74714542,8.604515414,458,44.10060344,2,1,1,1,84.97479251,32.94626024,24.41497429,82.72116885
Engineering Services,Company_13,2021,187.933137,430.3383753,444.2043977,10721.65733,987.8583079,88.64619713,23.22112187,29.96421746,68.27937927,10.64517931,444,21.14070217,2,0,4,1,68.2261428,16.99807019,22.74340083,51.39405477
Engineering Services,Company_13,2022,50.19927522,891.9596833,665.8858886,45825.51203,990.7330815,24.12106402,40.64180191,30.68110074,59.88024805,17.50279305,474,40.30671237,2,0,4,2,61.65596859,26.48592005,32.0671882,55.84147128
Engineering Services,Company_13,2023,175.426535,311.6151604,716.2302843,15005.26853,856.3988648,39.55966811,36.13791652,33.61745392,66.95504483,11.39668651,774,13.28688735,1,3,9,1,92.46448201,32.77057616,13.25794594,80.10792314
Engineering Services,Company_13,2024,362.3702499,180.9378671,763.5252742,21960.34263,545.3177984,86.14035956,35.62049552,49.76779693,55.2468425,10.90751997,841,27.49815333,2,0,3,0,91.55444995,26.89929692,39.95528164,55.59359677
Engineering Services,Company_14,2020,470.933571,959.6357129,1333.365967,6273.053386,298.2467278,56.29269483,31.09885702,18.0058508,37.60404805,16.44040966,851,35.99049215,2,0,8,5,68.35073114,28.09990877,38.96280495,74.73649396
Engineering Services,Company_14,2021,93.71541359,528.3424318,549.6288083,19353.33695,751.1236496,54.41924434,36.3145758,24.55587415,55.54194919,11.80002674,496,15.21520461,0,0,3,3,68.39297471,16.32844831,35.13216816,59.96277621
Engineering Services,Company_14,2022,275.2335207,804.4912368,1483.430209,48246.89319,900.1995701,44.36375747,22.67858021,12.90295398,61.97991719,11.88416257,778,35.81839004,0,3,0,3,87.02374679,43.28086053,28.23777084,54.8032591
Engineering Services,Company_14,2023,262.3016425,850.2972196,1709.235943,20323.79089,247.4188774,76.71481168,25.61035217,28.98675071,50.40885001,12.07321761,895,43.99894739,1,1,5,1,89.24402428,40.95077343,16.9018847,98.87164419
Engineering Services,Company_14,2024,438.5215118,974.6644279,1286.440746,45073.2733,527.462744,81.67202961,32.11493139,18.46154904,50.89110664,13.82249834,965,27.76503363,1,2,4,3,60.40360319,49.079932,26.72751737,54.15959617
Engineering Services,Company_15,2020,461.8679499,752.437221,800.926413,14147.68978,396.6567959,77.7750414,41.49862597,35.06122957,31.12397398,14.86986078,719,38.90871186,1,1,1,4,99.37315315,27.79012018,39.83072759,59.11744836
Engineering Services,Company_15,2021,236.3862752,646.0285293,221.6143936,39870.39676,661.7900252,96.46708166,30.1364018,40.86345147,42.4281412,9.441809352,413,19.03837148,2,2,2,1,73.23540335,21.78913028,25.65863818,90.98630417
Engineering Services,Company_15,2022,189.1742112,913.728027,1064.641022,12265.56108,233.0441723,88.29500005,39.77499039,46.08530119,32.62329592,18.53666169,311,22.99512149,0,2,3,5,56.15703549,24.72356959,18.90262605,76.87632722
Engineering Services,Company_15,2023,196.5320088,303.0741521,924.3951636,15741.07427,504.2181294,46.77567067,49.19987265,36.63033776,56.79462927,14.53945301,394,24.26224635,1,1,5,1,58.36968595,18.54219232,38.04886661,63.1949115
Engineering Services,Company_15,2024,193.9028792,930.4565225,205.0331366,40613.71662,993.850995,81.64965681,28.91322648,23.95460116,64.10822543,13.07552934,880,49.16023984,0,3,2,2,65.55202591,43.58532858,39.40648268,54.78836678
Engineering Services,Company_16,2020,352.2788151,268.8514483,1611.226043,14025.79267,553.8590215,30.51784367,33.48181723,28.79265941,64.15070722,16.96700257,808,23.80497297,2,3,8,3,83.44514045,22.47458051,37.37821776,65.26464717
Engineering Services,Company_16,2021,416.1443458,357.9674043,522.8080035,14126.57171,272.2829297,70.84215161,33.15778272,33.57756225,68.76932161,13.32620395,681,30.91876166,1,1,6,3,59.4779129,11.88922392,20.03972988,79.98815013
Engineering Services,Company_16,2022,195.9020322,475.0942263,1822.016261,21298.59863,934.3657407,76.10970656,31.13200128,48.33124111,51.60430588,10.6165235,565,30.90819263,2,0,3,3,93.08998719,36.96401137,39.56434743,93.82976468
Engineering Services,Company_16,2023,492.5688382,665.6631386,1731.023524,11384.18548,904.7505242,41.86424937,36.54128193,48.90978441,56.55937618,11.38432099,859,26.13262221,0,1,1,4,77.41597728,44.19836608,37.52775678,65.6667921
Engineering Services,Company_16,2024,198.1870256,755.4937889,1208.491122,23780.84895,154.2076934,41.47334065,33.16970617,19.17227666,33.25425934,17.42904612,598,31.84737286,2,2,2,5,65.09719454,41.03623622,10.80358389,89.24603017
Engineering Services,Company_17,2020,197.6070177,733.057958,1344.184047,35798.45076,872.1632594,71.97703403,39.71749714,12.12383783,30.25693992,16.31680541,261,47.10297734,2,3,10,1,71.32638024,18.16760513,12.93045347,65.26184218
Engineering Services,Company_17,2021,311.9700563,890.671051,1479.419133,7550.081298,806.4360054,90.00322323,45.05922383,31.3762021,67.31241333,11.1498025,166,35.511985,1,2,1,4,96.42019298,48.95612477,39.11422195,75.60295596
Engineering Services,Company_17,2022,374.9400066,316.3835278,1965.046643,46731.61884,925.0725566,37.52652396,27.7659573,20.50660402,62.18004255,6.649696305,418,40.50173189,1,1,6,4,97.87660835,47.18719809,37.8459965,65.2689427
Engineering Services,Company_17,2023,419.7876474,957.1495227,1399.055482,27536.32424,250.500602,89.6655914,28.11352812,42.37051175,63.24848178,5.116199114,189,36.52331365,1,0,10,0,79.34878603,22.85477423,26.20437799,58.33755343
Engineering Services,Company_17,2024,497.7424959,490.3568198,1960.91107,38337.4508,939.5878859,66.62039961,33.80600362,47.04707138,63.80670225,11.32825412,508,10.58138136,2,3,9,5,74.35836298,13.64736106,35.09092657,96.21306093
Engineering Services,Company_18,2020,409.204156,766.9903792,1694.942416,44129.69019,995.9922531,39.84965741,20.74927488,36.17251301,36.54649697,7.256002133,889,49.85842293,0,2,1,0,95.15034046,43.5402409,14.65196631,77.30912438
Engineering Services,Company_18,2021,486.3243903,368.6853704,1912.188265,35556.57362,830.6817427,69.15056919,42.86120754,20.35487365,38.5512802,9.432483089,191,33.82632424,2,2,5,4,69.31012172,10.81363224,21.03087679,55.04554145
Engineering Services,Company_18,2022,411.5634097,822.8869145,767.6713528,47194.27121,281.7957328,22.46138139,43.58486392,44.32842893,57.79291942,12.9940873,279,25.68087726,0,3,1,5,70.77044507,31.55832178,27.21326979,56.17251879
Engineering Services,Company_18,2023,126.4440805,323.9413395,680.1031637,41971.70947,918.9833324,56.95626983,46.52696711,39.66171089,49.56729447,14.12384544,346,29.76043383,0,3,8,2,93.19116846,39.54310016,16.00434555,62.27294144
Engineering Services,Company_18,2024,268.5892625,702.8168812,1440.457984,34077.21096,533.0821012,23.71702518,28.84835444,19.54020255,40.56482666,18.99471636,624,23.48066639,1,0,9,0,86.95806503,10.71152455,11.96228004,97.59530294
Engineering Services,Company_19,2020,146.4040463,374.1760364,1320.783096,42019.49267,972.617319,63.32703836,43.60581065,48.66405472,65.86520765,14.02444633,818,36.0421417,1,2,5,1,89.66932078,17.79317605,12.62607866,73.83648827
Engineering Services,Company_19,2021,388.1266638,571.9721618,1223.188785,41843.3342,559.4873268,74.8996992,20.53879127,49.36543188,56.41426541,14.88480573,152,43.21563135,0,2,6,5,51.88744512,28.91873327,35.08224752,59.13177642
Engineering Services,Company_19,2022,255.8133589,125.9883499,1201.536456,5109.705103,748.4311091,81.64430765,36.11606358,44.23254418,47.94502152,10.77507001,309,11.03262667,2,1,5,0,67.92188663,30.42631811,18.89717684,87.29089916
Engineering Services,Company_19,2023,424.0668935,796.9651335,1483.537943,48939.79313,914.6340749,47.41522551,27.26366019,39.20168157,47.47765857,14.60299429,820,31.51618575,1,0,4,2,97.2985618,33.79604327,24.68572799,65.85796775
Engineering Services,Company_19,2024,457.2391745,731.865417,1586.419887,15496.77099,844.4969617,55.62030616,31.217951,13.49808739,47.82994016,16.24388119,595,40.5093197,1,2,3,5,95.71362093,46.04328109,24.64810306,97.21237037
Engineering Services,Company_20,2020,259.2222785,384.1426748,1687.883409,6564.358048,205.6654854,72.09314766,39.52946163,18.05735351,50.87468255,6.047528931,830,25.27758206,2,1,1,2,90.43907028,34.3109555,27.32471746,98.91841683
Engineering Services,Company_20,2021,283.2070342,937.9427385,862.4518301,12935.13517,888.5713416,82.61174211,45.59505717,31.89752111,35.68505574,15.48360112,569,34.64573973,2,1,8,5,92.64216752,13.10576485,27.67522538,63.06877893
Engineering Services,Company_20,2022,79.75724022,857.6067721,1264.581265,20191.8183,702.8240819,28.10556915,48.21917753,24.79721819,69.65296492,7.344562371,642,38.76305174,2,2,9,0,71.94221107,16.76999393,14.3967087,95.03686304
Engineering Services,Company_20,2023,278.1382422,548.4377374,1461.33276,6598.146848,506.9758512,39.28459931,41.19928994,44.54513855,57.08024006,10.61388647,996,11.88855503,2,0,2,4,71.48144189,38.7037704,39.39468542,71.47870379
Engineering Services,Company_20,2024,354.8248626,142.9333176,1788.883627,7803.399599,429.0409734,38.35057792,40.05909169,10.60678574,51.3890955,18.84297763,849,45.20336844,2,0,4,5,55.49712036,13.6191498,21.82776761,81.54548547
Engineering Services,Company_21,2020,271.3146588,663.5617588,310.9856445,43119.99896,533.9652392,55.63986647,33.42391641,25.76432231,34.63790135,12.39805767,809,18.85546191,2,0,1,0,93.4824732,28.10210278,16.81758912,52.0573401
Engineering Services,Company_21,2021,432.2709616,572.0740265,835.6451132,6318.263574,403.3803588,78.26239174,31.51589278,37.4746009,32.15325659,17.68620837,967,36.40860771,0,1,0,0,54.09719279,40.46087259,33.21076667,71.09112504
Engineering Services,Company_21,2022,306.2035777,241.083296,1457.086658,49172.4073,490.1521233,13.2664482,38.25262832,29.49586756,35.74566712,13.74495928,119,13.79049671,0,0,3,1,72.77310585,25.46076292,15.76503192,83.81756048
Engineering Services,Company_21,2023,74.26267887,390.0646812,349.109214,21536.39164,190.930025,61.33164974,47.17167066,33.48633436,43.47782201,12.60203963,447,25.69912121,2,0,3,2,95.60858805,37.44076506,26.86888976,56.28908481
Engineering Services,Company_21,2024,140.0146876,685.6567957,732.6477454,40964.31241,831.6309016,79.51620019,47.48345073,31.17490158,60.41842032,16.53492205,662,35.89095364,0,2,9,2,55.65567729,38.77263441,12.28374589,75.97526985
Engineering Services,Company_22,2020,93.15788993,322.6354351,1127.372883,48601.64748,376.148734,17.88702183,49.37933588,35.30906393,66.16874996,14.02944464,824,44.87967189,2,2,2,2,65.82629835,26.90343604,37.32939216,69.30715414
Engineering Services,Company_22,2021,421.9820756,160.5184095,1963.541848,44974.63213,208.1558397,67.5224455,22.03941945,37.93929781,32.06743742,15.05924667,291,33.57084467,0,1,4,3,75.44199238,16.97000364,19.93510232,84.83920413
Engineering Services,Company_22,2022,144.8163027,127.1387658,662.9964186,24261.51064,165.4146563,68.91289343,38.15266557,22.68294684,67.41380239,15.88816475,243,16.2681978,2,2,3,0,81.64109454,31.35242204,30.98834632,58.34379121
Engineering Services,Company_22,2023,485.4876084,293.7928168,1969.366734,27891.19234,942.3013177,66.31904239,27.24186321,19.60108888,50.52639848,7.103018203,742,23.20674121,2,1,7,0,70.6061766,46.11323601,16.46844713,83.83907313
Engineering Services,Company_22,2024,119.7559201,680.9477804,659.3626465,29773.65919,187.7136428,14.22824397,23.35015466,18.10502092,66.01622848,14.05606641,686,10.24631883,2,3,7,0,58.21375807,31.07210309,27.4505208,52.10284553
Engineering Services,Company_23,2020,290.1883395,210.9245721,564.2249192,44632.67289,651.105467,70.55118663,34.99556393,38.49313236,42.26450889,7.827084506,466,18.52284444,1,2,1,5,78.99617537,36.63481862,27.77338729,96.35788446
Engineering Services,Company_23,2021,72.83862681,950.5988559,1440.434509,35361.25437,953.2402358,10.85639498,49.41174142,43.87740128,65.01333136,6.253001929,483,21.33698144,2,2,8,4,68.01001109,36.4339658,17.07058555,93.27990618
Engineering Services,Company_23,2022,300.0520046,266.7403812,781.3511819,45030.37141,842.0334639,87.29261886,38.5926144,12.95277786,68.78860206,10.1679838,341,23.26009547,0,2,7,3,75.99133549,17.37041982,31.01080768,73.71278553
Engineering Services,Company_23,2023,290.9713988,202.5853887,808.2242279,23850.75314,370.3787226,91.30642626,45.91246642,19.07680521,62.91023515,9.378585274,271,14.00603141,0,1,10,3,53.34787092,38.81669517,25.88900112,98.37441798
Engineering Services,Company_23,2024,160.9747942,283.2965352,1944.236545,22101.57104,410.4409085,53.01224893,24.83141919,18.01847657,44.37522285,12.75149139,666,23.91644448,2,0,3,4,75.98282486,17.6329263,35.28358838,52.52009999
Engineering Services,Company_24,2020,114.1762354,467.4793027,220.8798423,48190.60976,606.2556697,78.25579134,22.90547776,39.22768717,59.22203085,13.95992577,394,15.83517571,1,0,6,5,76.41131596,29.29729556,33.17824002,73.11325293
Engineering Services,Company_24,2021,308.8963955,436.7484093,1937.725683,27912.06994,430.0644677,37.51938494,46.39246043,14.46688181,58.70875951,18.19817223,717,45.7521629,0,0,10,4,63.04341091,11.65444567,16.68227181,61.21743381
Engineering Services,Company_24,2022,272.7778708,206.249085,449.2228311,49756.4832,981.8008208,18.71206941,26.6701735,13.11239959,50.1001549,8.668961024,622,32.36193106,1,0,2,1,87.8472856,43.42106556,23.78150966,62.49554561
Engineering Services,Company_24,2023,53.40422526,860.3924326,227.4436382,23464.03526,370.0711421,90.67877534,23.85867372,25.08507632,42.35824732,18.74229547,762,17.76564046,0,1,8,3,55.5943535,44.95043643,31.22551529,58.8119243
Engineering Services,Company_24,2024,113.165153,463.8380005,1236.916522,30735.43343,128.1513094,15.32617352,32.85452085,30.75942582,49.01018019,19.22527384,114,20.07136636,2,1,3,1,54.10838185,24.78461718,26.02168261,52.35638413
Engineering Services,Company_25,2020,420.6841208,205.4596841,1521.333674,11171.17756,748.7997443,81.56193597,26.58841043,45.96241075,41.12664156,17.40222207,912,49.05078859,0,0,5,3,69.7446351,10.99304566,37.30441082,77.36500145
Engineering Services,Company_25,2021,447.1855949,656.2643568,1769.062735,7450.027376,138.8482074,24.24936036,21.20008646,46.50647747,59.32993078,17.9513056,908,41.27207716,1,1,9,4,87.01070403,31.47258259,32.48103606,59.122794
Engineering Services,Company_25,2022,207.1534099,440.2500403,367.6312235,46718.76031,321.4469338,53.130804,44.92503628,25.30296066,45.47986154,19.68824466,396,27.33726402,1,2,0,4,93.97513721,15.39215459,35.52560079,97.98810677
Engineering Services,Company_25,2023,265.5262502,364.3517483,494.1474091,15160.66634,387.4761659,51.95052974,30.98094875,39.30585119,56.94054923,17.32116018,918,11.68105932,1,0,9,5,69.11123093,15.21954472,21.2596582,72.34203102
Engineering Services,Company_25,2024,454.0228798,409.5041934,1934.182362,23669.66223,619.9650296,52.2801222,44.86514769,42.96539005,65.21009646,10.67510048,371,15.03608808,0,2,10,0,99.70849207,13.10808863,18.69966544,90.27127261
Engineering Services,Company_26,2020,472.6681104,587.3309532,1647.752994,18908.14566,788.3155117,95.60269404,34.90633987,11.17843889,30.0048586,6.332309695,335,21.87341193,2,2,0,3,76.31734012,15.91087138,34.0723056,81.26937075
Engineering Services,Company_26,2021,469.3854619,939.2382004,729.2231819,17949.64108,115.9621734,52.57147385,28.77486559,22.83334374,41.11527657,17.99032001,677,11.32562677,2,2,5,4,52.64582701,10.04247008,25.00783944,95.82738823
Engineering Services,Company_26,2022,299.8023332,566.0343194,1197.562486,22738.35738,766.3432563,24.97962011,47.08343038,32.82412559,65.93463368,8.426370774,284,32.55307632,2,0,1,3,72.94740456,33.16627582,10.92221888,98.26344308
Engineering Services,Company_26,2023,403.9937651,490.7506779,627.4815185,21143.43889,117.0264254,25.18781842,42.46447587,20.90973548,44.12527036,5.009507729,344,21.4558686,0,0,3,0,94.14515757,12.75092138,33.11987938,79.55126133
Engineering Services,Company_26,2024,327.3589093,987.4168391,1164.187918,45505.39707,774.1523339,46.76346968,33.66136244,28.58647963,62.747896,5.725645683,450,45.41132814,2,2,4,4,50.64322786,38.56136256,35.23154175,67.07849229
Engineering Services,Company_27,2020,462.5622813,559.2139578,790.1500513,45850.39355,735.3311515,37.43100698,44.08822719,30.49402611,61.57862994,7.759488566,183,27.13115409,1,3,3,2,54.83897534,39.37873813,24.35337143,84.90789453
Engineering Services,Company_27,2021,103.3629601,911.7674653,1954.395497,12547.93604,980.9892735,34.3895521,36.62522512,24.79575427,66.28980774,17.12328434,527,20.66705825,0,3,9,2,85.94645426,19.93790876,13.35448076,57.55921977
Engineering Services,Company_27,2022,449.1328507,116.8237795,1546.984162,39455.83172,418.9069235,94.96227716,34.09253946,44.35649432,65.70538867,16.83442277,345,36.00929195,0,2,3,2,97.47542775,20.15069151,13.45737287,88.85638
Engineering Services,Company_27,2023,232.3000092,215.779656,1881.368364,6932.992127,414.0273111,56.27429134,41.2618572,31.17063429,65.07392766,5.513984821,839,18.34694696,1,0,1,4,50.58186386,30.86444869,33.73632325,83.37634098
Engineering Services,Company_27,2024,228.5697984,294.9199458,1822.215653,46324.78502,377.4907879,99.64274297,31.05211253,18.73794633,50.68952329,18.27515575,349,33.29732938,1,2,1,3,57.24283631,27.17478678,35.50046443,96.01106346
Engineering Services,Company_28,2020,124.8227095,279.8348223,1722.417923,6242.361618,216.742133,62.84127225,37.22991489,13.51473937,51.21980939,18.32503384,610,38.31090857,0,2,10,2,81.15677926,27.06856637,13.89132641,52.95459463
Engineering Services,Company_28,2021,203.5422821,972.1931729,1239.46736,26917.85185,856.4493318,31.62314126,39.89575943,40.85415026,32.00859046,14.4750516,503,16.79100646,0,2,1,4,79.20229603,20.03376403,33.2435122,66.5996512
Engineering Services,Company_28,2022,448.3413642,942.908438,1238.718629,14158.43071,736.3512745,19.38453885,48.56637948,46.96266016,34.08638422,7.142844834,333,40.91604965,2,0,8,2,88.15730998,30.33331589,33.55586988,66.76700611
Engineering Services,Company_28,2023,91.94433701,265.0414271,556.2414835,15594.06958,772.377471,88.27934801,24.05417224,33.99328395,31.24978177,19.92802563,114,30.76395313,0,0,3,5,77.12655636,19.22968166,37.68493564,91.19394322
Engineering Services,Company_28,2024,450.4406052,641.4645789,1936.401259,36282.027,812.5854734,85.57474727,35.86677007,38.28644883,30.40677419,9.983927155,718,18.8022881,2,0,4,3,86.3728499,15.41912232,35.03173618,95.78992409
Engineering Services,Company_29,2020,332.4009475,272.7445834,1906.649451,13447.76956,552.5325695,14.92649964,34.83387702,38.91421357,68.13034759,10.10280809,770,25.80132746,0,3,0,1,93.50727405,35.25462494,25.57873198,84.04872315
Engineering Services,Company_29,2021,418.1448283,561.3235605,245.0242279,20439.9314,778.1315133,61.50495467,32.76003286,27.06742996,62.1360395,13.91196792,249,18.89184855,0,0,5,2,97.10016948,31.99827772,30.48808922,70.09599272
Engineering Services,Company_29,2022,336.8186783,838.2112245,1358.331589,20753.2223,416.9908503,29.46316742,33.15912478,17.50691566,47.56478074,15.17007324,482,17.36186119,0,0,5,3,68.75380767,16.85129042,10.86038168,86.94067718
Engineering Services,Company_29,2023,425.4427753,345.0527923,1256.672894,6203.634271,884.6030905,13.8698024,33.11803263,39.45063208,41.77768797,7.75069528,875,37.59234617,2,3,1,2,72.83625585,28.11690438,17.37630918,80.5615824
Engineering Services,Company_29,2024,175.0126041,691.7585445,1579.722881,49953.4366,250.8740911,99.43281455,27.05383807,22.22258647,52.12409428,18.9457876,695,27.04017711,1,2,8,4,74.4530256,17.74357834,19.11750819,96.94823928
Engineering Services,Company_30,2020,370.1548287,379.2328893,1289.321499,35113.97375,214.3913272,89.94490846,47.03239606,14.55499299,31.97659453,16.05153244,918,16.55254874,1,0,6,4,56.75953662,14.36415445,15.9656575,83.28759235
Engineering Services,Company_30,2021,366.4231235,183.4181125,1340.467234,43673.78996,770.5936544,10.71526016,22.97302542,35.59016942,45.62326833,11.02990255,131,48.19240507,1,3,4,0,93.89965628,46.52121888,26.86764772,53.81185192
Engineering Services,Company_30,2022,263.4133644,266.4948107,464.7480872,27624.30586,150.7543292,76.09465035,40.04333395,39.68359512,46.73757126,9.050490511,953,40.7630838,2,3,0,3,95.00171885,45.94404154,15.16895336,51.34984019
Engineering Services,Company_30,2023,180.5713525,865.0419685,1062.800436,13286.92325,214.1993053,81.10424336,31.80764218,20.17097846,55.08199761,8.616147657,679,41.48884098,0,1,6,2,68.04710381,36.85021692,38.09488688,68.50740721
Engineering Services,Company_30,2024,353.2231783,697.6779866,442.6747828,40383.66133,650.1587632,12.42364878,40.65496087,18.78810941,31.94789057,5.176047117,963,40.0834562,0,2,2,2,69.5053175,21.59108006,21.80850549,91.94595611
Engineering Services,Company_31,2020,409.7850448,764.8849027,1663.734606,19496.98575,909.279813,31.25670797,32.10131,13.94592707,36.51529066,6.14064827,721,13.97274242,0,0,8,0,79.19838108,23.19644402,30.74913822,76.56681491
Engineering Services,Company_31,2021,148.1674103,434.126301,899.5553519,22147.61541,138.164713,70.08828103,47.60723059,49.15313644,33.31296991,7.920125113,315,14.21646928,0,0,9,3,80.44688152,27.92785567,18.71396083,85.09779998
Engineering Services,Company_31,2022,208.640994,790.1887694,1956.261402,38330.10205,527.390786,57.11375369,40.35439641,43.54227693,68.15281365,13.08371706,263,45.62896099,1,0,9,4,78.93436521,32.01640565,24.44042055,80.1398153
Engineering Services,Company_31,2023,254.7892456,939.7760225,384.1370078,12759.55081,415.3113915,74.964125,47.27778717,22.1623723,62.29972252,18.45885303,788,46.32761229,2,2,6,0,60.87288726,31.12390943,33.80143211,95.448128
Engineering Services,Company_31,2024,363.0903411,269.9209927,482.1677823,5953.942688,672.6304152,21.91130505,24.41235184,26.39139205,65.60545956,17.05696746,566,23.71363199,1,0,6,5,52.32655011,40.20019549,37.00242201,55.89159313
Engineering Services,Company_32,2020,414.1864236,991.5690951,1304.63821,18446.27171,207.0999115,75.2141561,23.34526829,33.37272513,34.12202345,18.81668133,713,25.9023189,0,0,4,3,76.35132108,29.80146973,29.9315291,76.65072247
Engineering Services,Company_32,2021,351.5044711,367.9681221,651.6238036,16599.05434,487.08772,24.78837175,41.28726812,42.00407864,67.84098616,9.209779691,112,38.25363849,0,0,9,1,58.36325577,44.02580734,33.58523401,94.42586426
Engineering Services,Company_32,2022,206.5364971,685.3177009,1113.54254,15055.22029,439.5389717,63.98810369,27.48170657,11.12330864,61.55180723,15.81104674,322,46.96605854,2,3,8,4,68.99294468,49.56432131,13.04278232,68.57146466
Engineering Services,Company_32,2023,156.3939556,140.7283378,1220.25004,9229.738892,624.1076026,85.79114509,28.53025404,45.40469533,53.28591401,18.18771141,401,26.3726391,1,3,3,2,79.51987995,12.31058836,11.53576053,84.28008701
Engineering Services,Company_32,2024,276.2096843,629.8457558,1994.231391,19550.17819,103.0196379,61.15307546,44.2404187,41.86783583,53.56021001,18.21751235,215,12.6978483,2,0,1,0,73.2609213,20.58780138,13.80416772,50.06965577
Engineering Services,Company_33,2020,339.2632725,637.8655601,640.3790176,7986.582246,657.3141726,42.40264797,43.82644529,24.1462233,59.73194342,14.61828149,846,11.16227571,0,2,6,4,78.82649776,29.94930232,12.76470863,84.75972149
Engineering Services,Company_33,2021,376.0407331,578.9455821,798.1437738,38761.5196,769.5599907,30.54609602,47.92454921,31.00638827,62.92918913,18.67174382,241,23.02396365,2,1,0,5,74.89839641,15.27635229,19.90873457,91.86478845
Engineering Services,Company_33,2022,323.3816911,292.8454375,1604.656263,45346.60328,300.0841001,98.90850631,34.89512809,34.4793707,46.17549127,14.10437592,399,34.4119455,2,0,8,0,86.31164912,44.55515917,24.95891852,89.64575366
Engineering Services,Company_33,2023,439.3745883,450.4599986,306.63438,38818.3001,694.8921643,79.04773515,41.57976027,17.70367766,40.52139904,14.27792286,196,43.96084877,2,3,9,4,62.69962688,16.504789,15.73278907,62.80297502
